City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
Germantown,53.0,Toby Swindell,Small Business,0.1,1,2012-01-14,30567,Not Specified,14,0.58,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,-368.02,South,4291,2690.84,2012-01-14,Delivery Truck,68.02,Tennessee,208.16,38138
Allentown,53.0,Clytie Kelty,Small Business,0.02,1,2012-01-14,34691,Critical,23,0.56,Technology,Jumbo Drum,Okidata Ml184 Turbo Dot Matrix Printers,Office Machines,1425.11,East,4876,7202.94,2012-01-14,Delivery Truck,26.53,Pennsylvania,306.14,18103
Hendersonville,53.0,Toby Swindell,Small Business,0.07,1,2012-01-14,30567,Not Specified,8,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,103.13,South,4292,733.55,2012-01-15,Regular Air,19.99,Tennessee,90.48,37075
Hendersonville,53.0,Toby Swindell,Small Business,0.02,1,2012-01-14,30567,Not Specified,14,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,7.32,South,4294,62.6,2012-01-15,Regular Air,0.94,Tennessee,4.28,37075
Post Falls,53.0,Tamara Manning,Corporate,0.0,1,2012-01-14,43911,Medium,36,0.58,Technology,Jumbo Drum,Panasonic Kx-P1131 Dot Matrix Printer,Office Machines,2685.19,West,6201,9920.85,2012-01-15,Delivery Truck,17.86,Idaho,264.98,83854
Rexburg,53.0,Tamara Manning,Corporate,0.06,1,2012-01-14,43911,Medium,23,0.57,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,1278.45,West,6202,7484.31,2012-01-16,Delivery Truck,58.95,Idaho,320.98,83440
Hendersonville,53.0,Toby Swindell,Small Business,0.01,1,2012-01-14,30567,Not Specified,3,0.45,Furniture,Small Pack,"Dax Two-Tone Rosewood/Black Document Frame, Desktop, 5 X 7",Office Furnishings,23.0,South,4293,38.71,2012-01-16,Express Air,7.29,Tennessee,9.48,37075
Allentown,53.0,Clytie Kelty,Small Business,0.1,1,2012-01-14,34691,Critical,13,0.37,Office Supplies,Small Box,Xerox 1939,Paper,-7.39,East,4877,245.82,2012-01-16,Express Air,9.54,Pennsylvania,18.97,18103
Allentown,53.0,Clytie Kelty,Small Business,0.08,1,2012-01-14,34691,Critical,27,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-168.75,East,4875,217.68,2012-01-16,Regular Air,9.23,Pennsylvania,7.77,18103
Salinas,53.0,Jennifer Patt,Home Office,0.08,1,2012-01-14,8325,Critical,21,0.4,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-220.0491,West,1144,2364.29,2012-01-16,Delivery Truck,56.14,California,115.99,93905
Salinas,53.0,Jennifer Patt,Home Office,0.08,1,2012-01-14,8325,Critical,27,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,13.92,West,1145,112.57,2012-01-17,Regular Air,0.94,California,4.28,93905
Battle Creek,53.0,Giulietta Weimer,Corporate,0.0,1,2012-01-15,37729,Not Specified,48,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders And Binder Accessories,-26.7835,Central,5297,447.89,2012-01-15,Regular Air,6.19,Michigan,8.6,49017
Hattiesburg,53.0,Jennifer Jackson,Home Office,0.08,1,2012-01-15,12676,High,25,0.49,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,-80.86,South,1769,201.06,2012-01-16,Express Air,7.96,Mississippi,8.09,39401
Knoxville,53.0,Amy Hunt,Consumer,0.09,1,2012-01-15,22243,Critical,9,0.56,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,-1.82,South,3103,24.76,2012-01-16,Regular Air,0.7,Tennessee,2.88,37918
West Mifflin,53.0,Amy Cox,Small Business,0.06,1,2012-01-15,48773,Medium,7,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" X 5"", 3 Forms Per Page",Paper,3.27,East,6849,51.27,2012-01-17,Regular Air,2.17,Pennsylvania,7.04,15122
Lombard,53.0,Skye Norling,Home Office,0.01,1,2012-01-15,6884,Low,41,0.36,Office Supplies,Small Box,Hammermill Copyplus Copy Paper (20Lb. And 84 Bright),Paper,-61.21,Central,950,217.0,2012-01-20,Regular Air,4.75,Illinois,4.98,60148
Lombard,53.0,Skye Norling,Home Office,0.04,1,2012-01-15,6884,Low,47,0.39,Office Supplies,Wrap Bag,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",Paper,119.09,Central,951,296.13,2012-01-20,Regular Air,1.02,Illinois,6.35,60148
Boardman,53.0,Xylona Price,Corporate,0.04,1,2012-01-16,30915,Low,20,0.57,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",Pens & Art Supplies,-17.75,East,4341,62.78,2012-01-16,Express Air,2.03,Ohio,2.98,44512
Naperville,53.0,Sylvia Foulston,Corporate,0.1,1,2012-01-16,31781,Medium,46,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders And Binder Accessories,-282.6125,Central,4459,249.02,2012-01-17,Regular Air,8.49,Illinois,5.81,60540
Naperville,53.0,Sylvia Foulston,Corporate,0.03,1,2012-01-16,31781,Medium,41,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,5.53,Central,4460,78.49,2012-01-17,Regular Air,0.75,Illinois,1.81,60540
Hot Springs,53.0,Joe Elijah,Home Office,0.0,1,2012-01-16,49541,Medium,35,0.57,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,16.46,South,6941,503.75,2012-01-17,Regular Air,5.5,Arkansas,13.43,71901
Woodmere,53.0,Jason Klamczynski,Small Business,0.05,1,2012-01-16,39173,Critical,2,0.76,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,-433.290143,East,5534,373.27,2012-01-18,Delivery Truck,29.21,New York,179.29,11598
Laurel,53.0,Sanjit Jacobs,Consumer,0.02,1,2012-01-16,2370,Critical,6,0.69,Furniture,Medium Box,"Rubbermaid Clustermat Chairmats, Mat Size- 66"" X 60"", Lip 20"" X 11"" -90 Degree Angle",Office Furnishings,-85.76,East,345,679.6,2012-01-18,Regular Air,13.99,Maryland,110.98,20707
Laurel,53.0,Sanjit Jacobs,Consumer,0.01,1,2012-01-16,2370,Critical,30,0.4,Office Supplies,Wrap Bag,"Tops Money Receipt Book, Consecutively Numbered In Red,",Paper,59.18,East,346,257.42,2012-01-18,Regular Air,2.87,Maryland,8.01,20707
Woodmere,53.0,Jason Klamczynski,Small Business,0.09,1,2012-01-16,39173,Critical,36,0.52,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,3.23,East,5533,76.48,2012-01-18,Regular Air,0.78,New York,2.18,11598
Murfreesboro,53.0,Christina Anderson,Corporate,0.04,1,2012-01-16,22147,Low,37,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,175.07,South,3086,832.14,2012-01-20,Regular Air,8.99,Tennessee,22.72,37130
Boardman,53.0,Xylona Price,Corporate,0.01,1,2012-01-16,30915,Low,25,0.59,Technology,Small Box,M70,Telephones And Communication,561.132,East,4342,2836.0505,2012-01-21,Regular Air,8.99,Ohio,125.99,44512
Palm Beach Gardens,53.0,Katherine Ducich,Corporate,0.06,1,2012-01-17,10272,Medium,26,0.39,Office Supplies,Small Box,Xerox 1991,Paper,76.43,South,1416,566.39,2012-01-17,Regular Air,8.18,Florida,22.84,33403
Wilmette,53.0,Carlos Soltero,Small Business,0.08,1,2012-01-17,12771,Critical,40,0.39,Office Supplies,Small Box,"Avery 4027 File Folder Labels For Dot Matrix Printers, 5000 Labels Per Box, White",Labels,-193.44,Central,1781,1143.49,2012-01-17,Regular Air,19.99,Illinois,30.53,60091
Sioux Falls,53.0,Paul Prost,Corporate,0.1,1,2012-01-17,46884,Medium,25,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,39.52,Central,6587,280.43,2012-01-18,Regular Air,2.36,South Dakota,11.55,57103
Clarksville,53.0,Randy Ferguson,Home Office,0.05,1,2012-01-17,32868,Not Specified,39,0.55,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,200.53,South,4612,1101.28,2012-01-18,Regular Air,6.17,Tennessee,28.15,37042
Cranston,53.0,Benjamin Venier,Small Business,0.05,1,2012-01-17,1921,Medium,24,0.57,Office Supplies,Jumbo Drum,"Sanyo Counter Height Refrigerator With Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,541.47,East,278,7871.91,2012-01-19,Delivery Truck,91.05,Rhode Island,328.14,2910
Meridian,53.0,Joel Eaton,Home Office,0.05,1,2012-01-17,43620,Medium,11,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 X 5-1/2 Forms Per Pad",Paper,-0.13,South,6159,49.76,2012-01-19,Express Air,2.26,Mississippi,4.2,39301
Palm Beach Gardens,53.0,Katherine Ducich,Corporate,0.03,1,2012-01-17,10272,Medium,3,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,-50.43,South,1415,299.08,2012-01-19,Regular Air,19.99,Florida,90.48,33403
Bartlett,53.0,Paul Prost,Corporate,0.1,1,2012-01-17,46884,Medium,18,0.36,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,40.3,South,6585,130.11,2012-01-19,Regular Air,1.39,Tennessee,7.64,38134
Woodridge,53.0,Carlos Soltero,Small Business,0.01,1,2012-01-17,12771,Critical,46,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-43.1,Central,1782,78.08,2012-01-19,Regular Air,1.57,Illinois,1.68,60517
Bartlett,53.0,Paul Prost,Corporate,0.0,1,2012-01-17,46884,Medium,3,0.59,Technology,Small Box,6162,Telephones And Communication,-509.938,South,6586,337.3395,2012-01-19,Regular Air,2.5,Tennessee,125.99,38134
Northport,53.0,John Lee,Corporate,0.06,1,2012-01-17,18945,Medium,33,0.42,Technology,Small Pack,Maxell Dvd-Ram Discs,Computer Peripherals,168.54,South,2619,528.54,2012-01-19,Regular Air,1.99,Alabama,16.48,35473
Meridian,53.0,Joel Eaton,Home Office,0.05,1,2012-01-17,43620,Medium,13,0.43,Office Supplies,Small Box,"Holmes Replacement Filter For Hepa Air Cleaner, Large Room",Appliances,-89.35,South,6158,196.22,2012-01-20,Regular Air,13.32,Mississippi,14.81,39301
Miami,53.0,Natalie Webber,Corporate,0.05,1,2012-01-18,22118,High,50,0.38,Office Supplies,Small Box,Avery Arch Ring Binders,Binders And Binder Accessories,1315.749,South,3084,2842.54,2012-01-18,Regular Air,1.49,Florida,58.1,33142
Tupelo,53.0,Kristen Hastings,Corporate,0.06,1,2012-01-18,58784,Medium,29,0.38,Office Supplies,Small Box,Xerox 1891,Paper,573.8,South,8221,1379.1,2012-01-18,Regular Air,5.81,Mississippi,48.91,38801
Tupelo,53.0,Kristen Hastings,Corporate,0.02,1,2012-01-18,58784,Medium,12,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,1.46,South,8220,141.9,2012-01-19,Regular Air,5.72,Mississippi,11.58,38801
Tupelo,53.0,Kristen Hastings,Corporate,0.02,1,2012-01-18,58784,Medium,17,0.59,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote With Lid, Black",Storage & Organization,-210.09,South,8222,278.76,2012-01-19,Regular Air,17.78,Mississippi,15.51,38801
Willow Grove,53.0,Kristen Hastings,Corporate,0.05,1,2012-01-18,58784,Medium,25,0.55,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,2372.08,East,8223,8875.17,2012-01-20,Delivery Truck,39.0,Pennsylvania,350.99,19090
Willow Grove,53.0,Kristen Hastings,Corporate,0.04,1,2012-01-18,58784,Medium,20,0.49,Technology,Small Box,"At&T Black Trimline Phone, Model 210",Office Machines,-67.3815,East,8224,331.21,2012-01-20,Express Air,9.4,Pennsylvania,15.99,19090
Granger,53.0,Erica Bern,Corporate,0.1,1,2012-01-18,48199,Not Specified,47,0.4,Office Supplies,Small Box,"#10-4 1/8"" X 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,279.74,Central,6772,672.46,2012-01-21,Regular Air,1.39,Indiana,15.74,46530
Santa Fe,53.0,Arthur Gainer,Consumer,0.09,1,2012-01-19,66,Low,41,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,7.57,West,11,108.15,2012-01-19,Regular Air,0.7,New Mexico,2.88,87505
South Burlington,53.0,Chris Cortes,Consumer,0.0,1,2012-01-19,20711,Critical,18,0.39,Technology,Jumbo Box,Hewlett-Packard 2600Dn Business Color Inkjet Printer,Office Machines,-101.6595,East,2875,2215.96,2012-01-20,Delivery Truck,56.14,Vermont,119.99,5403
Hamilton,53.0,Stuart Calhoun,Consumer,0.09,1,2012-01-19,16999,Critical,18,0.55,Office Supplies,Small Box,Kensington 7 Outlet Masterpiece Power Center With Fax/Phone Line Protection,Appliances,1081.62,East,2357,3568.45,2012-01-21,Regular Air,0.99,Ohio,207.48,45011
Oxford,53.0,Chris Cortes,Consumer,0.1,1,2012-01-19,20711,Critical,5,0.37,Office Supplies,Small Box,Computer Printout Paper With Letter-Trim Perforations,Paper,-19.52,East,2874,98.66,2012-01-21,Regular Air,9.03,Ma,18.97,1540
Sanford,53.0,Tanja Norvell,Corporate,0.02,1,2012-01-20,38340,Critical,36,0.57,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,684.9,South,5392,2167.05,2012-01-21,Regular Air,3.5,Florida,60.22,32771
Allen,53.0,Cynthia Arntzen,Small Business,0.02,1,2012-01-20,44197,High,27,0.65,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,-229.79,Central,6237,3970.33,2012-01-23,Delivery Truck,53.48,Texas,140.98,75002
Holladay,53.0,Larry Tron,Home Office,0.04,1,2012-01-21,32800,Not Specified,33,0.64,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs With Adjustable Arms,Chairs & Chairmats,1161.75,West,4600,11336.37,2012-01-22,Delivery Truck,58.92,Utah,355.98,84117
Des Moines,53.0,Roy Phan,Corporate,0.03,1,2012-01-21,35936,Medium,40,0.61,Furniture,Large Box,Deflect-O Duramat Antistatic Studded Beveled Mat For Medium Pile Carpeting,Office Furnishings,813.33,West,5043,4152.55,2012-01-22,Regular Air,24.49,Washington,105.34,98198
Pittsburgh,53.0,Rob Haberlin,Corporate,0.04,1,2012-01-21,38021,Medium,16,0.59,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,834.96,East,5349,4407.03,2012-01-22,Delivery Truck,23.19,Pennsylvania,279.81,15122
Pittsburgh,53.0,Rob Haberlin,Corporate,0.02,1,2012-01-21,38021,Medium,36,0.36,Office Supplies,Small Box,Avery 508,Labels,81.77,East,5350,173.22,2012-01-22,Regular Air,0.5,Pennsylvania,4.91,15122
Des Moines,53.0,Roy Phan,Corporate,0.08,1,2012-01-21,35936,Medium,41,0.35,Office Supplies,Small Box,Xtralife® Clearvue™ Slant-D® Ring Binders By Cardinal,Binders And Binder Accessories,-10.3845,West,5042,312.26,2012-01-22,Regular Air,4.71,Washington,7.84,98198
Holladay,53.0,Larry Tron,Home Office,0.09,1,2012-01-21,32800,Not Specified,19,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper And Envelopes,Paper,8.79,West,4601,354.13,2012-01-22,Regular Air,8.68,Utah,19.98,84117
Wooster,53.0,Harold Ryan,Home Office,0.04,1,2012-01-21,49505,Critical,34,0.43,Technology,Small Pack,"Memorex Slim 80 Minute Cd-R, 10/Pack",Computer Peripherals,85.83,East,6937,335.59,2012-01-22,Express Air,1.99,Ohio,9.78,44691
Cleveland Heights,53.0,Arthur Prichep,Small Business,0.05,1,2012-01-21,31138,High,37,0.65,Furniture,Jumbo Box,Hon Ilevel™ Computer Training Table,Tables,-1756.4404,East,4370,1251.18,2012-01-23,Delivery Truck,45.51,Ohio,31.76,44106
Sioux City,53.0,Rob Haberlin,Corporate,0.02,1,2012-01-21,38021,Medium,46,0.37,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders And Binder Accessories,709.325,Central,5351,1482.01,2012-01-23,Regular Air,1.49,Iowa,30.44,51106
Wooster,53.0,Harold Ryan,Home Office,0.04,1,2012-01-21,49505,Critical,12,0.35,Office Supplies,Small Box,Xtralife® Clearvue™ Slant-D® Ring Binders By Cardinal,Binders And Binder Accessories,-8.4985,East,6936,97.74,2012-01-23,Regular Air,4.71,Ohio,7.84,44691
Holladay,53.0,Larry Tron,Home Office,0.07,1,2012-01-21,32800,Not Specified,40,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper And Envelopes,Paper,69.08,West,4602,751.94,2012-01-23,Regular Air,8.68,Utah,19.98,84117
Smithtown,53.0,Aaron Smayling,Small Business,0.07,1,2012-01-21,37638,Low,33,0.39,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels For Typewriters, On Rolls, White, 250/Roll",Labels,-140.54,East,5287,139.98,2012-01-23,Regular Air,6.89,New York,4.13,11787
Jupiter,53.0,Thea Hudgings,Consumer,0.05,1,2012-01-21,52608,Low,36,0.52,Office Supplies,Wrap Bag,4009® Highlighters By Sanford,Pens & Art Supplies,40.04,South,7378,147.71,2012-01-25,Regular Air,0.7,Florida,3.98,33458
Fountain,53.0,Andrew Allen,Corporate,0.1,1,2012-01-21,58759,Low,4,0.4,Office Supplies,Wrap Bag,"Tops Money Receipt Book, Consecutively Numbered In Red,",Paper,-6.88,West,8219,33.44,2012-01-28,Regular Air,2.87,Colorado,8.01,80817
Saginaw,53.0,Khloe Miller,Corporate,0.0,1,2012-01-22,28225,Critical,9,0.47,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,-49.81,Central,3956,206.04,2012-01-22,Regular Air,14.39,Michigan,20.28,48601
Lino Lakes,53.0,Nathan Mautz,Home Office,0.02,1,2012-01-22,53891,High,36,0.36,Office Supplies,Small Box,"Gbc Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders And Binder Accessories,-17.4455,Central,7535,562.8,2012-01-22,Regular Air,9.73,Minnesota,15.22,55014
Hialeah,53.0,Russell Applegate,Small Business,0.0,1,2012-01-22,55360,Medium,39,0.68,Furniture,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Tables,1517.12,South,7725,8865.1,2012-01-23,Delivery Truck,29.1,Florida,217.85,33012
Mobile,53.0,Nathan Mautz,Home Office,0.02,1,2012-01-22,53891,High,44,0.67,Furniture,Medium Box,"Deflect-O Rollamat Studded, Beveled Mat For Medium Pile Carpeting",Office Furnishings,-237.6,South,7537,4039.72,2012-01-23,Express Air,39.61,Alabama,92.23,36608
Mobile,53.0,Nathan Mautz,Home Office,0.03,1,2012-01-22,53891,High,25,0.58,Technology,Small Box,8890,Telephones And Communication,553.356,South,7538,2570.944,2012-01-23,Express Air,5.92,Alabama,115.99,36608
Kingsport,53.0,Amy Hunt,Home Office,0.09,1,2012-01-22,7815,Critical,6,0.75,Technology,Small Box,Pc Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,-125.96,South,1058,187.37,2012-01-23,Regular Air,5.5,Tennessee,32.98,37664
Mobile,53.0,Nathan Mautz,Home Office,0.07,1,2012-01-22,53891,High,27,0.48,Technology,Small Box,Motorola Sb4200 Cable Modem,Computer Peripherals,812.38,South,7536,4584.73,2012-01-23,Regular Air,19.99,Alabama,179.99,36608
Elyria,53.0,Guy Phonely,Corporate,0.01,1,2012-01-22,28225,Critical,13,0.83,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,-330.14,East,3955,1160.59,2012-01-24,Regular Air,35.0,Ohio,80.98,44035
Hialeah,53.0,Russell Applegate,Small Business,0.07,1,2012-01-22,55360,Medium,49,0.38,Office Supplies,Small Box,Avery 498,Labels,50.74,South,7724,134.83,2012-01-24,Regular Air,0.5,Florida,2.89,33012
Mankato,53.0,Sally Matthias,Home Office,0.02,1,2012-01-22,13636,Low,32,0.62,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,7513.88,Central,1909,28180.08,2012-01-26,Delivery Truck,44.55,Minnesota,880.98,56001
Newton,53.0,Jocasta Rupert,Consumer,0.0,1,2012-01-23,10661,Not Specified,18,0.58,Office Supplies,Small Pack,"Acme Design Line 8"" Stainless Steel Bent Scissors W/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers And Trimmers",-99.34,Central,1481,136.41,2012-01-24,Regular Air,8.37,Kansas,6.84,67114
Reston,53.0,Jocasta Rupert,Consumer,0.07,1,2012-01-23,10661,Not Specified,42,0.4,Office Supplies,Small Box,"Ibm Multi-Purpose Copy Paper, 8 1/2 X 11"", Case",Paper,488.31,South,1482,1312.65,2012-01-25,Regular Air,5.76,Virginia,30.98,20190
Parkland,53.0,Victoria Brennan,Small Business,0.01,1,2012-01-23,24802,Medium,18,0.67,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,-23.44,West,3485,1383.2,2012-01-25,Regular Air,12.14,Washington,73.98,98444
Wheat Ridge,53.0,Cynthia Delaney,Corporate,0.01,1,2012-01-24,19234,High,24,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,-11.15,West,2664,359.65,2012-01-24,Regular Air,6.75,Colorado,14.42,80033
Vincennes,53.0,Filia Mcadams,Small Business,0.1,1,2012-01-24,29319,Low,30,0.52,Furniture,Large Box,Safco Contoured Stacking Chairs,Chairs & Chairmats,1151.69,Central,4125,6654.39,2012-01-26,Regular Air,24.49,Indiana,238.4,47591
Franklin,53.0,Michael Dominguez,Home Office,0.01,1,2012-01-24,58277,Medium,23,0.5,Office Supplies,Medium Box,Harmony Hepa Quiet Air Purifiers,Appliances,-23.35,Central,8148,294.68,2012-01-26,Regular Air,6.96,Wisconsin,11.7,53132
Vincennes,53.0,Filia Mcadams,Small Business,0.03,1,2012-01-24,29319,Low,21,0.46,Technology,Large Box,Canon Pc-428 Personal Copier,Copiers And Fax,983.55,Central,4126,4429.69,2012-01-26,Express Air,24.49,Indiana,199.99,47591
Bayonne,53.0,Debra Catini,Small Business,0.08,1,2012-01-24,33025,Low,5,0.58,Office Supplies,Small Box,Fellowes Command Center 5-Outlet Power Strip,Appliances,-19.06,East,4639,318.31,2012-01-29,Regular Air,0.99,New Jersey,67.84,7002
Menlo Park,53.0,Giulietta Dortch,Corporate,0.06,1,2012-01-25,7043,Critical,4,0.53,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-8.93,West,970,11.08,2012-01-26,Regular Air,4.08,California,1.74,94025
Hilton Head Island,53.0,Laurel Beltran,Consumer,0.1,1,2012-01-25,12869,Not Specified,15,0.57,Technology,Small Box,5170I,Telephones And Communication,-42.999,South,1797,1532.482,2012-01-28,Regular Air,8.99,South Carolina,125.99,29915
